/home/hd/hd_hd/hd_gy283/.conda/envs/py311/bin/python
Python 3.11.12
Mon Sep  1 12:47:20 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.65.06              Driver Version: 580.65.06      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          On  |   00000000:84:00.0 Off |                    0 |
| N/A   33C    P0             78W /  400W |       0MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
cuda
raw_inputs shape: (150000, 8)
outputs shape: (150000,)
inputs shape: (150000, 7)
Namespace(data_dir='/gpfs/bwfor/work/ws/hd_gy283-my_data/sm_batches_1e6_mixed_eps=0.6', num_batches=150, batch_size=128, normalize=1, hd=90, num_layers=10, num_epochs=1000, lr=0.001, save_name='sm_mixed_eps=0.6')
Epoch 221/1000 Train Loss: 0.0075832188Val Loss: 0.0034284859   LR: 1.00e-03
Epoch 222/1000 Train Loss: 0.0075504808Val Loss: 0.0033992605   LR: 1.00e-03
Epoch 223/1000 Train Loss: 0.0077484164Val Loss: 0.0038350788   LR: 1.00e-03
Epoch 224/1000 Train Loss: 0.0076294285Val Loss: 0.0032953550   LR: 1.00e-03
Epoch 225/1000 Train Loss: 0.0077320795Val Loss: 0.0037231985   LR: 1.00e-03
Epoch 226/1000 Train Loss: 0.0073476642Val Loss: 0.0035232925   LR: 1.00e-03
Epoch 227/1000 Train Loss: 0.0076620063Val Loss: 0.0041926892   LR: 1.00e-03
Epoch 228/1000 Train Loss: 0.0076145672Val Loss: 0.0035831219   LR: 1.00e-03
Epoch 229/1000 Train Loss: 0.0073890967Val Loss: 0.0031776765   LR: 1.00e-03
Epoch 230/1000 Train Loss: 0.0072492686Val Loss: 0.0033286859   LR: 1.00e-03
Epoch 231/1000 Train Loss: 0.0072728299Val Loss: 0.0033997565   LR: 1.00e-03
Epoch 232/1000 Train Loss: 0.0074995471Val Loss: 0.0032757523   LR: 1.00e-03
Epoch 233/1000 Train Loss: 0.0075618566Val Loss: 0.0039038357   LR: 1.00e-03
Epoch 234/1000 Train Loss: 0.0075502892Val Loss: 0.0038360704   LR: 1.00e-03
Epoch 235/1000 Train Loss: 0.0073799575Val Loss: 0.0032169783   LR: 1.00e-03
Epoch 236/1000 Train Loss: 0.0073861187Val Loss: 0.0035568933   LR: 1.00e-03
Epoch 237/1000 Train Loss: 0.0070747224Val Loss: 0.0031359100   LR: 1.00e-03
Epoch 238/1000 Train Loss: 0.0073441450Val Loss: 0.0031632702   LR: 1.00e-03
Epoch 239/1000 Train Loss: 0.0072547444Val Loss: 0.0032477248   LR: 1.00e-03
Epoch 240/1000 Train Loss: 0.0074917049Val Loss: 0.0036900757   LR: 1.00e-03
Epoch 241/1000 Train Loss: 0.0073495156Val Loss: 0.0033851594   LR: 1.00e-03
Epoch 242/1000 Train Loss: 0.0072692766Val Loss: 0.0037394159   LR: 1.00e-03
Epoch 243/1000 Train Loss: 0.0071063431Val Loss: 0.0035079019   LR: 1.00e-03
Epoch 244/1000 Train Loss: 0.0070650954Val Loss: 0.0028630934   LR: 1.00e-03
Epoch 245/1000 Train Loss: 0.0070621698Val Loss: 0.0032618353   LR: 1.00e-03
Epoch 246/1000 Train Loss: 0.0071124875Val Loss: 0.0031299172   LR: 1.00e-03
Epoch 247/1000 Train Loss: 0.0072129889Val Loss: 0.0036082870   LR: 1.00e-03
Epoch 248/1000 Train Loss: 0.0069752709Val Loss: 0.0035529862   LR: 1.00e-03
Epoch 249/1000 Train Loss: 0.0073049333Val Loss: 0.0032053183   LR: 1.00e-03
Epoch 250/1000 Train Loss: 0.0072374091Val Loss: 0.0036349721   LR: 1.00e-03
Epoch 251/1000 Train Loss: 0.0069267439Val Loss: 0.0035916386   LR: 1.00e-03
Epoch 252/1000 Train Loss: 0.0071037237Val Loss: 0.0032262233   LR: 1.00e-03
Epoch 253/1000 Train Loss: 0.0074299950Val Loss: 0.0034709296   LR: 1.00e-03
Epoch 254/1000 Train Loss: 0.0073588756Val Loss: 0.0038061614   LR: 1.00e-03
Epoch 255/1000 Train Loss: 0.0071710921Val Loss: 0.0040302730   LR: 1.00e-03
Epoch 256/1000 Train Loss: 0.0072840423Val Loss: 0.0048165241   LR: 1.00e-03
Epoch 257/1000 Train Loss: 0.0073888908Val Loss: 0.0032939564   LR: 1.00e-03
Epoch 258/1000 Train Loss: 0.0071522551Val Loss: 0.0037366818   LR: 1.00e-03
Epoch 259/1000 Train Loss: 0.0071142005Val Loss: 0.0041176226   LR: 1.00e-03
Epoch 260/1000 Train Loss: 0.0073536485Val Loss: 0.0033609399   LR: 1.00e-03
Epoch 261/1000 Train Loss: 0.0069546795Val Loss: 0.0036999946   LR: 1.00e-03
Epoch 262/1000 Train Loss: 0.0074003682Val Loss: 0.0033935476   LR: 1.00e-03
Epoch 263/1000 Train Loss: 0.0071010760Val Loss: 0.0048027600   LR: 1.00e-03
Epoch 264/1000 Train Loss: 0.0071202368Val Loss: 0.0030656185   LR: 1.00e-03
Epoch 265/1000 Train Loss: 0.0068964052Val Loss: 0.0039482597   LR: 1.00e-03
Epoch 266/1000 Train Loss: 0.0073005877Val Loss: 0.0031435587   LR: 1.00e-03
Epoch 267/1000 Train Loss: 0.0070968297Val Loss: 0.0033871123   LR: 1.00e-03
Epoch 268/1000 Train Loss: 0.0070614902Val Loss: 0.0037842950   LR: 1.00e-03
Epoch 269/1000 Train Loss: 0.0072531824Val Loss: 0.0029828553   LR: 1.00e-03
Epoch 270/1000 Train Loss: 0.0069564402Val Loss: 0.0039061703   LR: 1.00e-03
Epoch 271/1000 Train Loss: 0.0071333751Val Loss: 0.0033974219   LR: 1.00e-03
Epoch 272/1000 Train Loss: 0.0070943879Val Loss: 0.0032599825   LR: 1.00e-03
Epoch 273/1000 Train Loss: 0.0070282055Val Loss: 0.0033948020   LR: 1.00e-03
Epoch 274/1000 Train Loss: 0.0068329459Val Loss: 0.0032705557   LR: 1.00e-03
Epoch 275/1000 Train Loss: 0.0070591997Val Loss: 0.0032430684   LR: 1.00e-03
Epoch 276/1000 Train Loss: 0.0070279171Val Loss: 0.0037025786   LR: 1.00e-03
Epoch 277/1000 Train Loss: 0.0072188782Val Loss: 0.0043293483   LR: 1.00e-03
Epoch 278/1000 Train Loss: 0.0073196984Val Loss: 0.0034290971   LR: 1.00e-03
Epoch 279/1000 Train Loss: 0.0068145796Val Loss: 0.0032910096   LR: 1.00e-03
Epoch 280/1000 Train Loss: 0.0071261282Val Loss: 0.0031597654   LR: 1.00e-03
Epoch 281/1000 Train Loss: 0.0068388370Val Loss: 0.0033397020   LR: 1.00e-03
Epoch 282/1000 Train Loss: 0.0068073217Val Loss: 0.0031960194   LR: 1.00e-03
Epoch 283/1000 Train Loss: 0.0070003432Val Loss: 0.0030613777   LR: 1.00e-03
Epoch 284/1000 Train Loss: 0.0067282211Val Loss: 0.0032422288   LR: 1.00e-03
Epoch 285/1000 Train Loss: 0.0071221110Val Loss: 0.0041324066   LR: 1.00e-03
Epoch 286/1000 Train Loss: 0.0071236104Val Loss: 0.0033803236   LR: 1.00e-03
Epoch 287/1000 Train Loss: 0.0068466819Val Loss: 0.0034455814   LR: 1.00e-03
Epoch 288/1000 Train Loss: 0.0069765911Val Loss: 0.0031829464   LR: 1.00e-03
Epoch 289/1000 Train Loss: 0.0066323650Val Loss: 0.0031302846   LR: 1.00e-03
Epoch 290/1000 Train Loss: 0.0067898481Val Loss: 0.0032892417   LR: 1.00e-03
Epoch 291/1000 Train Loss: 0.0068635370Val Loss: 0.0031466149   LR: 1.00e-03
Epoch 292/1000 Train Loss: 0.0067665447Val Loss: 0.0034122432   LR: 1.00e-03
Epoch 293/1000 Train Loss: 0.0070870618Val Loss: 0.0040592381   LR: 1.00e-03
Epoch 294/1000 Train Loss: 0.0066290822Val Loss: 0.0035797023   LR: 1.00e-03
Epoch 295/1000 Train Loss: 0.0067466341Val Loss: 0.0031111975   LR: 1.00e-03
Epoch 296/1000 Train Loss: 0.0068110982Val Loss: 0.0039764978   LR: 1.00e-03
Epoch 297/1000 Train Loss: 0.0069184147Val Loss: 0.0036872905   LR: 1.00e-03
Epoch 298/1000 Train Loss: 0.0065966196Val Loss: 0.0034679181   LR: 1.00e-03
Epoch 299/1000 Train Loss: 0.0065343740Val Loss: 0.0035800647   LR: 1.00e-03
Epoch 300/1000 Train Loss: 0.0068611518Val Loss: 0.0031555788   LR: 1.00e-03
Epoch 301/1000 Train Loss: 0.0071144810Val Loss: 0.0047920857   LR: 1.00e-03
Epoch 302/1000 Train Loss: 0.0065553035Val Loss: 0.0030259505   LR: 1.00e-03
Epoch 303/1000 Train Loss: 0.0068149199Val Loss: 0.0027515611   LR: 1.00e-03
Epoch 304/1000 Train Loss: 0.0068929728Val Loss: 0.0041235689   LR: 1.00e-03
Epoch 305/1000 Train Loss: 0.0069138830Val Loss: 0.0031783084   LR: 1.00e-03
Epoch 306/1000 Train Loss: 0.0065632843Val Loss: 0.0034640740   LR: 1.00e-03
Epoch 307/1000 Train Loss: 0.0066490298Val Loss: 0.0031419661   LR: 1.00e-03
Epoch 308/1000 Train Loss: 0.0066312334Val Loss: 0.0030390601   LR: 1.00e-03
Epoch 309/1000 Train Loss: 0.0064116378Val Loss: 0.0037020562   LR: 1.00e-03
Epoch 310/1000 Train Loss: 0.0067581366Val Loss: 0.0040336845   LR: 1.00e-03
Epoch 311/1000 Train Loss: 0.0065501479Val Loss: 0.0033326073   LR: 1.00e-03
Epoch 312/1000 Train Loss: 0.0066878243Val Loss: 0.0035356874   LR: 1.00e-03
Epoch 313/1000 Train Loss: 0.0068772466Val Loss: 0.0035377596   LR: 1.00e-03
Epoch 314/1000 Train Loss: 0.0066737846Val Loss: 0.0029772080   LR: 1.00e-03
Epoch 315/1000 Train Loss: 0.0068092789Val Loss: 0.0031914492   LR: 1.00e-03
Epoch 316/1000 Train Loss: 0.0064822921Val Loss: 0.0029733105   LR: 1.00e-03
Epoch 317/1000 Train Loss: 0.0064619019Val Loss: 0.0038920442   LR: 1.00e-03
Epoch 318/1000 Train Loss: 0.0067282028Val Loss: 0.0032381753   LR: 1.00e-03
Epoch 319/1000 Train Loss: 0.0066107886Val Loss: 0.0045062977   LR: 1.00e-03
Epoch 320/1000 Train Loss: 0.0064195787Val Loss: 0.0034205835   LR: 1.00e-03
Epoch 321/1000 Train Loss: 0.0067036651Val Loss: 0.0039014050   LR: 1.00e-03
Epoch 322/1000 Train Loss: 0.0065437403Val Loss: 0.0028808067   LR: 1.00e-03
Epoch 323/1000 Train Loss: 0.0067018863Val Loss: 0.0029909651   LR: 1.00e-03
Epoch 324/1000 Train Loss: 0.0066932512Val Loss: 0.0027700983   LR: 1.00e-03
Epoch 325/1000 Train Loss: 0.0064041762Val Loss: 0.0029863090   LR: 1.00e-03
Epoch 326/1000 Train Loss: 0.0066205025Val Loss: 0.0036190513   LR: 1.00e-03
Epoch 327/1000 Train Loss: 0.0063623318Val Loss: 0.0029622433   LR: 1.00e-03
Epoch 328/1000 Train Loss: 0.0064611264Val Loss: 0.0030300927   LR: 1.00e-03
Epoch 329/1000 Train Loss: 0.0064123134Val Loss: 0.0029288198   LR: 1.00e-03
Epoch 330/1000 Train Loss: 0.0066065750Val Loss: 0.0033585058   LR: 1.00e-03
Epoch 331/1000 Train Loss: 0.0063334610Val Loss: 0.0029521671   LR: 1.00e-03
Epoch 332/1000 Train Loss: 0.0066495898Val Loss: 0.0031255087   LR: 1.00e-03
Epoch 333/1000 Train Loss: 0.0064084803Val Loss: 0.0029158776   LR: 1.00e-03
Epoch 334/1000 Train Loss: 0.0065649757Val Loss: 0.0031927965   LR: 1.00e-03
Epoch 335/1000 Train Loss: 0.0065561194Val Loss: 0.0031239189   LR: 1.00e-03
Epoch 336/1000 Train Loss: 0.0064949879Val Loss: 0.0034914140   LR: 1.00e-03
Epoch 337/1000 Train Loss: 0.0062839957Val Loss: 0.0035391758   LR: 1.00e-03
Epoch 338/1000 Train Loss: 0.0064075498Val Loss: 0.0029474336   LR: 1.00e-03
Epoch 339/1000 Train Loss: 0.0063175865Val Loss: 0.0030827850   LR: 1.00e-03
Epoch 340/1000 Train Loss: 0.0064482846Val Loss: 0.0040420179   LR: 1.00e-03
Epoch 341/1000 Train Loss: 0.0064724509Val Loss: 0.0030579165   LR: 1.00e-03
Epoch 342/1000 Train Loss: 0.0066019597Val Loss: 0.0035085540   LR: 1.00e-03
Epoch 343/1000 Train Loss: 0.0062541779Val Loss: 0.0035308205   LR: 1.00e-03
Epoch 344/1000 Train Loss: 0.0063278183Val Loss: 0.0032328747   LR: 1.00e-03
Epoch 345/1000 Train Loss: 0.0061977440Val Loss: 0.0040059651   LR: 1.00e-03
Epoch 346/1000 Train Loss: 0.0065563013Val Loss: 0.0035157445   LR: 1.00e-03
Epoch 347/1000 Train Loss: 0.0062906815Val Loss: 0.0033355701   LR: 1.00e-03
Epoch 348/1000 Train Loss: 0.0060724308Val Loss: 0.0028352645   LR: 1.00e-03
Epoch 349/1000 Train Loss: 0.0062820202Val Loss: 0.0036449044   LR: 1.00e-03
Epoch 350/1000 Train Loss: 0.0063232787Val Loss: 0.0034475684   LR: 1.00e-03
Epoch 351/1000 Train Loss: 0.0062111687Val Loss: 0.0029549075   LR: 1.00e-03
Epoch 352/1000 Train Loss: 0.0062977097Val Loss: 0.0032470898   LR: 1.00e-03
Epoch 353/1000 Train Loss: 0.0064105726Val Loss: 0.0030185840   LR: 1.00e-03
Epoch 354/1000 Train Loss: 0.0061690938Val Loss: 0.0030895695   LR: 1.00e-03
Epoch 355/1000 Train Loss: 0.0063033331Val Loss: 0.0030478864   LR: 1.00e-03
Epoch 356/1000 Train Loss: 0.0063124924Val Loss: 0.0033048545   LR: 1.00e-03
Epoch 357/1000 Train Loss: 0.0062890518Val Loss: 0.0033987740   LR: 1.00e-03
Epoch 358/1000 Train Loss: 0.0062692447Val Loss: 0.0032655063   LR: 1.00e-03
Epoch 359/1000 Train Loss: 0.0062977270Val Loss: 0.0031804168   LR: 1.00e-03
Epoch 360/1000 Train Loss: 0.0063469228Val Loss: 0.0028743638   LR: 1.00e-03
Epoch 361/1000 Train Loss: 0.0062864631Val Loss: 0.0030998595   LR: 1.00e-03
Epoch 362/1000 Train Loss: 0.0062267170Val Loss: 0.0028950894   LR: 1.00e-03
Epoch 363/1000 Train Loss: 0.0063113862Val Loss: 0.0035407058   LR: 1.00e-03
Epoch 364/1000 Train Loss: 0.0060503374Val Loss: 0.0034621853   LR: 1.00e-03
Epoch 365/1000 Train Loss: 0.0063733924Val Loss: 0.0034121424   LR: 1.00e-03
Epoch 366/1000 Train Loss: 0.0062331916Val Loss: 0.0038187324   LR: 1.00e-03
Epoch 367/1000 Train Loss: 0.0064938448Val Loss: 0.0031193422   LR: 1.00e-03
Epoch 368/1000 Train Loss: 0.0060911755Val Loss: 0.0030666103   LR: 1.00e-03
Epoch 369/1000 Train Loss: 0.0063298224Val Loss: 0.0038160444   LR: 1.00e-03
Epoch 370/1000 Train Loss: 0.0061458533Val Loss: 0.0036500885   LR: 1.00e-03
Epoch 371/1000 Train Loss: 0.0060888745Val Loss: 0.0031567969   LR: 1.00e-03
Epoch 372/1000 Train Loss: 0.0062928980Val Loss: 0.0037536991   LR: 1.00e-03
Epoch 373/1000 Train Loss: 0.0063599123Val Loss: 0.0033381461   LR: 1.00e-03
Epoch 374/1000 Train Loss: 0.0063052575Val Loss: 0.0032777431   LR: 1.00e-03
Epoch 375/1000 Train Loss: 0.0061017336Val Loss: 0.0033086875   LR: 1.00e-03
Epoch 376/1000 Train Loss: 0.0059713056Val Loss: 0.0029821486   LR: 1.00e-03
Epoch 377/1000 Train Loss: 0.0059872724Val Loss: 0.0031188770   LR: 1.00e-03
Epoch 378/1000 Train Loss: 0.0062839176Val Loss: 0.0028743579   LR: 1.00e-03
Epoch 379/1000 Train Loss: 0.0065879890Val Loss: 0.0032244556   LR: 1.00e-03
Epoch 380/1000 Train Loss: 0.0064079483Val Loss: 0.0029403531   LR: 1.00e-03
Epoch 381/1000 Train Loss: 0.0064081064Val Loss: 0.0030489245   LR: 1.00e-03
Epoch 382/1000 Train Loss: 0.0061856121Val Loss: 0.0030856390   LR: 1.00e-03
Epoch 383/1000 Train Loss: 0.0060377282Val Loss: 0.0033424982   LR: 1.00e-03
Epoch 384/1000 Train Loss: 0.0061677513Val Loss: 0.0032177247   LR: 1.00e-03
Epoch 385/1000 Train Loss: 0.0061297655Val Loss: 0.0031080801   LR: 1.00e-03
Epoch 386/1000 Train Loss: 0.0063173388Val Loss: 0.0039212241   LR: 1.00e-03
Epoch 387/1000 Train Loss: 0.0060341273Val Loss: 0.0036046441   LR: 1.00e-03
Epoch 388/1000 Train Loss: 0.0064214080Val Loss: 0.0035211099   LR: 1.00e-03
Epoch 389/1000 Train Loss: 0.0061566351Val Loss: 0.0031506184   LR: 1.00e-03
Epoch 390/1000 Train Loss: 0.0058589334Val Loss: 0.0037399291   LR: 1.00e-03
Epoch 391/1000 Train Loss: 0.0064764156Val Loss: 0.0030265574   LR: 1.00e-03
Epoch 392/1000 Train Loss: 0.0059437962Val Loss: 0.0027620317   LR: 1.00e-03
Epoch 393/1000 Train Loss: 0.0058686104Val Loss: 0.0029580353   LR: 1.00e-03
Epoch 394/1000 Train Loss: 0.0060400058Val Loss: 0.0041756248   LR: 1.00e-03
Epoch 395/1000 Train Loss: 0.0061652573Val Loss: 0.0032662045   LR: 1.00e-03
Epoch 396/1000 Train Loss: 0.0062650709Val Loss: 0.0038254448   LR: 1.00e-03
Epoch 397/1000 Train Loss: 0.0059487374Val Loss: 0.0031778980   LR: 1.00e-03
Epoch 398/1000 Train Loss: 0.0062297662Val Loss: 0.0029898666   LR: 1.00e-03
Epoch 399/1000 Train Loss: 0.0060640004Val Loss: 0.0028193257   LR: 1.00e-03
Epoch 400/1000 Train Loss: 0.0060948315Val Loss: 0.0031774749   LR: 1.00e-03
Epoch 401/1000 Train Loss: 0.0060846531Val Loss: 0.0033305151   LR: 1.00e-03
Epoch 402/1000 Train Loss: 0.0059024468Val Loss: 0.0032222724   LR: 1.00e-03
Epoch 403/1000 Train Loss: 0.0060028801Val Loss: 0.0033900338   LR: 1.00e-03
Epoch 404/1000 Train Loss: 0.0062526765Val Loss: 0.0025524283   LR: 1.00e-03
Epoch 405/1000 Train Loss: 0.0059772091Val Loss: 0.0032682788   LR: 1.00e-03
Epoch 406/1000 Train Loss: 0.0060856165Val Loss: 0.0030783276   LR: 1.00e-03
Epoch 407/1000 Train Loss: 0.0058155244Val Loss: 0.0027945754   LR: 1.00e-03
Epoch 408/1000 Train Loss: 0.0058804847Val Loss: 0.0036028631   LR: 1.00e-03
Epoch 409/1000 Train Loss: 0.0058732908Val Loss: 0.0030694789   LR: 1.00e-03
Epoch 410/1000 Train Loss: 0.0061050524Val Loss: 0.0028627602   LR: 1.00e-03
Epoch 411/1000 Train Loss: 0.0058701352Val Loss: 0.0028545328   LR: 1.00e-03
Epoch 412/1000 Train Loss: 0.0058442343Val Loss: 0.0028400807   LR: 1.00e-03
Epoch 413/1000 Train Loss: 0.0061044859Val Loss: 0.0032212966   LR: 1.00e-03
Epoch 414/1000 Train Loss: 0.0062143671Val Loss: 0.0029695883   LR: 1.00e-03
Epoch 415/1000 Train Loss: 0.0056838176Val Loss: 0.0029109268   LR: 1.00e-03
Epoch 416/1000 Train Loss: 0.0057025322Val Loss: 0.0027645337   LR: 1.00e-03
Epoch 417/1000 Train Loss: 0.0059711304Val Loss: 0.0031031355   LR: 1.00e-03
Epoch 418/1000 Train Loss: 0.0055906593Val Loss: 0.0027337293   LR: 1.00e-03
Epoch 419/1000 Train Loss: 0.0060984216Val Loss: 0.0029683100   LR: 1.00e-03
Epoch 420/1000 Train Loss: 0.0058129805Val Loss: 0.0026181687   LR: 1.00e-03
Epoch 421/1000 Train Loss: 0.0058377186Val Loss: 0.0026367734   LR: 1.00e-03
Epoch 422/1000 Train Loss: 0.0057341121Val Loss: 0.0027807856   LR: 1.00e-03
Epoch 423/1000 Train Loss: 0.0060513337Val Loss: 0.0026974996   LR: 1.00e-03
Epoch 424/1000 Train Loss: 0.0058848524Val Loss: 0.0028997349   LR: 1.00e-03
Epoch 425/1000 Train Loss: 0.0060683710Val Loss: 0.0031270993   LR: 1.00e-03
Epoch 426/1000 Train Loss: 0.0057639748Val Loss: 0.0031980897   LR: 1.00e-03
Epoch 427/1000 Train Loss: 0.0059623882Val Loss: 0.0027035676   LR: 1.00e-03
Epoch 428/1000 Train Loss: 0.0059139617Val Loss: 0.0029740986   LR: 1.00e-03
Epoch 429/1000 Train Loss: 0.0057537003Val Loss: 0.0028385448   LR: 1.00e-03
Epoch 430/1000 Train Loss: 0.0056997078Val Loss: 0.0032900247   LR: 1.00e-03
Epoch 431/1000 Train Loss: 0.0055906016Val Loss: 0.0026633859   LR: 1.00e-03
Epoch 432/1000 Train Loss: 0.0057453428Val Loss: 0.0032902064   LR: 1.00e-03
Epoch 433/1000 Train Loss: 0.0059655166Val Loss: 0.0030274204   LR: 1.00e-03
Epoch 434/1000 Train Loss: 0.0056966186Val Loss: 0.0026865224   LR: 1.00e-03
Epoch 435/1000 Train Loss: 0.0058309486Val Loss: 0.0030505575   LR: 1.00e-03
Epoch 436/1000 Train Loss: 0.0061559786Val Loss: 0.0025996986   LR: 1.00e-03
Epoch 437/1000 Train Loss: 0.0058390963Val Loss: 0.0029659768   LR: 1.00e-03
Epoch 438/1000 Train Loss: 0.0058420588Val Loss: 0.0036960914   LR: 1.00e-03
Epoch 439/1000 Train Loss: 0.0058075836Val Loss: 0.0027984242   LR: 1.00e-03
Epoch 440/1000 Train Loss: 0.0058376002Val Loss: 0.0027423296   LR: 1.00e-03
Epoch 441/1000 Train Loss: 0.0058841983Val Loss: 0.0029423333   LR: 1.00e-03
Epoch 442/1000 Train Loss: 0.0058961017Val Loss: 0.0031070411   LR: 1.00e-03
Epoch 443/1000 Train Loss: 0.0058449651Val Loss: 0.0029684505   LR: 1.00e-03
Epoch 444/1000 Train Loss: 0.0058940172Val Loss: 0.0034468525   LR: 1.00e-03
Epoch 445/1000 Train Loss: 0.0057474945Val Loss: 0.0030577122   LR: 1.00e-03
Epoch 446/1000 Train Loss: 0.0057032158Val Loss: 0.0030510647   LR: 1.00e-03
Epoch 447/1000 Train Loss: 0.0054715287Val Loss: 0.0029051891   LR: 1.00e-03
Epoch 448/1000 Train Loss: 0.0057072890Val Loss: 0.0026490042   LR: 1.00e-03
Epoch 449/1000 Train Loss: 0.0058628241Val Loss: 0.0030781390   LR: 1.00e-03
Epoch 450/1000 Train Loss: 0.0056556237Val Loss: 0.0031040864   LR: 1.00e-03
Epoch 451/1000 Train Loss: 0.0057541551Val Loss: 0.0028775909   LR: 1.00e-03
Epoch 452/1000 Train Loss: 0.0057432529Val Loss: 0.0029325166   LR: 1.00e-03
Epoch 453/1000 Train Loss: 0.0057368885Val Loss: 0.0027927556   LR: 1.00e-03
Epoch 454/1000 Train Loss: 0.0056235266Val Loss: 0.0029996839   LR: 1.00e-03
Epoch 455/1000 Train Loss: 0.0057186568Val Loss: 0.0028668541   LR: 1.00e-03
Epoch 456/1000 Train Loss: 0.0057114125Val Loss: 0.0032754480   LR: 1.00e-03
Epoch 457/1000 Train Loss: 0.0057310720Val Loss: 0.0031691852   LR: 1.00e-03
Epoch 458/1000 Train Loss: 0.0056082217Val Loss: 0.0031793835   LR: 1.00e-03
Epoch 459/1000 Train Loss: 0.0058333765Val Loss: 0.0032384990   LR: 1.00e-03
Epoch 460/1000 Train Loss: 0.0055414038Val Loss: 0.0025968883   LR: 1.00e-03
Epoch 461/1000 Train Loss: 0.0055296421Val Loss: 0.0026077940   LR: 1.00e-03
Epoch 462/1000 Train Loss: 0.0059796349Val Loss: 0.0031022960   LR: 1.00e-03
Epoch 463/1000 Train Loss: 0.0055656231Val Loss: 0.0028866916   LR: 1.00e-03
Epoch 464/1000 Train Loss: 0.0058184564Val Loss: 0.0030418666   LR: 1.00e-03
Epoch 465/1000 Train Loss: 0.0055035569Val Loss: 0.0028187048   LR: 1.00e-03
Epoch 466/1000 Train Loss: 0.0052744590Val Loss: 0.0027323665   LR: 1.00e-03
Epoch 467/1000 Train Loss: 0.0057453106Val Loss: 0.0027982028   LR: 1.00e-03
Epoch 468/1000 Train Loss: 0.0058713870Val Loss: 0.0031438924   LR: 1.00e-03
Epoch 469/1000 Train Loss: 0.0056043665Val Loss: 0.0025301834   LR: 1.00e-03
Epoch 470/1000 Train Loss: 0.0055181692Val Loss: 0.0030824888   LR: 1.00e-03
Epoch 471/1000 Train Loss: 0.0057295346Val Loss: 0.0035598591   LR: 1.00e-03
Epoch 472/1000 Train Loss: 0.0057698984Val Loss: 0.0031692097   LR: 1.00e-03
Epoch 473/1000 Train Loss: 0.0055499444Val Loss: 0.0026821657   LR: 1.00e-03
Epoch 474/1000 Train Loss: 0.0053485686Val Loss: 0.0029378150   LR: 1.00e-03
Epoch 475/1000 Train Loss: 0.0055504886Val Loss: 0.0028607130   LR: 1.00e-03
Epoch 476/1000 Train Loss: 0.0057152505Val Loss: 0.0029559455   LR: 1.00e-03
Epoch 477/1000 Train Loss: 0.0056012707Val Loss: 0.0030706084   LR: 1.00e-03
Epoch 478/1000 Train Loss: 0.0055024717Val Loss: 0.0031478612   LR: 1.00e-03
Epoch 479/1000 Train Loss: 0.0057182591Val Loss: 0.0027381423   LR: 1.00e-03
Epoch 480/1000 Train Loss: 0.0054869787Val Loss: 0.0024013116   LR: 1.00e-03
Epoch 481/1000 Train Loss: 0.0055232550Val Loss: 0.0035084704   LR: 1.00e-03
Epoch 482/1000 Train Loss: 0.0056104118Val Loss: 0.0031179704   LR: 1.00e-03
Epoch 483/1000 Train Loss: 0.0054369370Val Loss: 0.0030394878   LR: 1.00e-03
Epoch 484/1000 Train Loss: 0.0054515523Val Loss: 0.0027492911   LR: 1.00e-03
Epoch 485/1000 Train Loss: 0.0053875485Val Loss: 0.0030719573   LR: 1.00e-03
Epoch 486/1000 Train Loss: 0.0056352934Val Loss: 0.0033890674   LR: 1.00e-03
Epoch 487/1000 Train Loss: 0.0054750663Val Loss: 0.0028165242   LR: 1.00e-03
Epoch 488/1000 Train Loss: 0.0055032685Val Loss: 0.0029480397   LR: 1.00e-03
Epoch 489/1000 Train Loss: 0.0054320899Val Loss: 0.0030066534   LR: 1.00e-03
Epoch 490/1000 Train Loss: 0.0057049608Val Loss: 0.0031178399   LR: 1.00e-03
Epoch 491/1000 Train Loss: 0.0055432600Val Loss: 0.0032628330   LR: 1.00e-03
Epoch 492/1000 Train Loss: 0.0054995505Val Loss: 0.0032500066   LR: 1.00e-03
Epoch 493/1000 Train Loss: 0.0053710673Val Loss: 0.0026129736   LR: 1.00e-03
Epoch 494/1000 Train Loss: 0.0056466104Val Loss: 0.0027923855   LR: 1.00e-03
Epoch 495/1000 Train Loss: 0.0054884072Val Loss: 0.0027886443   LR: 1.00e-03
Epoch 496/1000 Train Loss: 0.0056049225Val Loss: 0.0026779144   LR: 1.00e-03
Epoch 497/1000 Train Loss: 0.0055808864Val Loss: 0.0037125138   LR: 1.00e-03
