x,y,diff_aff
-27.75,-144.75,-0.04435157638941667
-27.0,-144.75,-0.029261874041269342
-26.25,-144.75,-0.04275722854903763
-25.5,-144.75,0.02548186853618173
-24.75,-144.75,0.011548287689529424
-24.0,-144.75,0.016276394425282392
-23.25,-144.75,0.004568640607623076
-22.5,-144.75,0.007586581077252408
-21.75,-144.75,-0.002078289126693278
-21.0,-144.75,-0.00983585040108359
-20.25,-144.75,-0.008186042944352545
-19.5,-144.75,-0.014907909931453966
-18.75,-144.75,-0.020480972949864062
-18.0,-144.75,0.02321500720667924
-17.25,-144.75,0.0240902099428717
-16.5,-144.75,0.01794469506027907
-15.75,-144.75,0.012648342955770442
-15.0,-144.75,0.013181512438738219
-14.25,-144.75,0.008584263310748241
-13.5,-144.75,0.008986655373365515
-12.75,-144.75,0.005008808229720829
-12.0,-144.75,0.0015906620782493164
-11.25,-144.75,0.0018522169189507665
-10.5,-144.75,-0.0011064076450444382
-9.75,-144.75,-0.0009052116137358013
-9.0,-144.75,-0.0034341351855580182
-8.25,-144.75,-0.005553118558945469
-7.5,-144.75,-0.005432400940160509
-6.75,-144.75,-0.007211743122940817
-6.0,-144.75,-0.008651145107286373
-5.25,-144.75,-0.008560606893197598
-4.5,-144.75,-0.009690188282239776
-3.75,-144.75,-0.009629829472847184
-3.0,-144.75,-0.010469590266585449
-2.25,-144.75,-0.011009410861889002
-1.5,-144.75,0.02444076854280719
-0.75,-144.75,0.024460888145938275
0.0,-144.75,0.02431094794750388
0.75,-144.75,0.024500888145938315
1.5,-144.75,0.02448076854280723
2.25,-144.75,-0.010969410861888962
3.0,-144.75,-0.010389590266585369
3.75,-144.75,-0.009509829472847064
4.5,-144.75,-0.009570188282239656
5.25,-144.75,-0.008410606893197725
6.0,-144.75,-0.0085011451072865
6.75,-144.75,-0.007021743122940682
7.5,-144.75,-0.005192400940160713
8.25,-144.75,-0.005313118558945673
9.0,-144.75,-0.0031541351855579602
9.75,-144.75,-0.0005752116137358598
10.5,-144.75,-0.0007764076450444968
11.25,-144.75,0.002242216918950657
12.0,-144.75,0.001980662078249207
12.75,-144.75,0.005468808229720734
13.5,-144.75,0.0095266553733655
14.25,-144.75,0.009124263310748226
15.0,-144.75,0.013811512438738127
15.75,-144.75,0.01327834295577035
16.5,-144.75,0.01867469506027919
17.25,-144.75,0.024960209942871625
18.0,-144.75,0.024085007206679165
18.75,-144.75,-0.019750972949863943
19.5,-144.75,-0.014027909931453975
20.25,-144.75,-0.007106042944352575
21.0,-144.75,-0.00875585040108362
21.75,-144.75,-0.0007282891266933156
22.5,-144.75,0.009306581077252352
23.25,-144.75,0.0062886406076230195
24.0,-144.75,0.01853639442528232
24.75,-144.75,0.013808287689529353
25.5,-144.75,0.02854186853618179
26.25,-144.75,-0.03992722854903774
27.0,-144.75,-0.024861874041269383
27.75,-144.75,-0.03995157638941671
28.5,-144.75,-0.021179611541006116
29.25,-144.75,0.01278781427973108
30.0,-144.75,-0.02890000340741783
30.75,-144.75,0.0037969222589744334
31.5,-144.75,-0.04919811238771965
32.25,-144.75,-0.014544715013687703
33.0,-144.75,-0.06371903702583082
33.75,-144.75,-0.023756826532846387
34.5,-144.75,0.00841331976346793
35.25,-144.75,-0.032702095214607874
36.0,-144.75,-0.0037612163046881752
36.75,-144.75,-0.040667610307787205
37.5,-144.75,-0.00043830449697335183
38.25,-144.75,-0.034299596566216395
39.0,-144.75,-0.009938958947883103
-42.0,-144.0,-0.037839516570900344
-41.25,-144.0,-0.009400457545425067
-40.5,-144.0,-0.03116233930751411
-39.75,-144.0,-0.012444928631062613
-39.0,-144.0,-0.036091674027811105
-38.25,-144.0,-0.004001913014240577
-37.5,-144.0,-0.028836095415949226
-36.75,-144.0,0.005519132910156488
-36.0,-144.0,-0.02113894959628071
-35.25,-144.0,0.0071017095722909485
-34.5,-144.0,-0.021239302214929756
-33.75,-144.0,-0.05389793376424923
-33.0,-144.0,-0.010992880087683177
-32.25,-144.0,-0.047618981759589785
-31.5,-144.0,-0.002337802953268797
-30.75,-144.0,-0.04596983213856931
-30.0,-144.0,0.026612410864421232
-29.25,-144.0,-0.0004868615575706059
-28.5,-144.0,0.029169433457322258
-27.75,-144.0,0.0019350036061556164
-27.0,-144.0,-0.017241360280950913
-26.25,-144.0,-0.0033487743190900865
-25.5,-144.0,-0.019233949422162278
-24.75,-144.0,-0.030672699480587262
-24.0,-144.0,-0.02396281183644411
-23.25,-144.0,0.03256019862767401
-22.5,-144.0,0.02002818576029619
-21.75,-144.0,0.009941627973945266
-21.0,-144.0,0.013261362490537776
-20.25,-144.0,0.004548286333554863
-19.5,-144.0,0.006912339701431458
-18.75,-144.0,-0.0006351617713935553
-18.0,-144.0,-0.006944277886484995
-17.25,-144.0,-0.0053347096360159
-16.5,-144.0,-0.010816277615290026
-15.75,-144.0,-0.009568862221176477
-15.0,-144.0,-0.014412523255240561
-14.25,-144.0,0.02564321769504052
-13.5,-144.0,0.020718420431233175
-12.75,-144.0,0.016503084953336966
-12.0,-144.0,0.017207271062917195
-11.25,-144.0,0.013520918958408457
-10.5,-144.0,0.014054088441376233
-9.75,-144.0,0.010877018718082443
-9.0,-144.0,0.008199590185395955
-8.25,-144.0,0.008591922446447908
-7.5,-144.0,0.006344015501237976
-6.75,-144.0,0.006635749746635389
-6.0,-144.0,0.004747244785771487
-5.25,-144.0,0.003278620221776274
-4.5,-144.0,0.003479816253084911
-3.75,-144.0,0.0023407730781317415
-3.0,-144.0,0.0015514906969169573
-2.25,-144.0,0.0016520887125712758
-1.5,-144.0,0.0011825073235294248
-0.75,-144.0,0.0012227465297909301
0.0,-144.0,0.0010929259344876208
0.75,-144.0,0.0012627465297909701
1.5,-144.0,0.0012225073235294648
2.25,-144.0,0.0017320887125713558
3.0,-144.0,0.0016314906969170373
3.75,-144.0,0.0024607730781318615
4.5,-144.0,0.003639816253084849
5.25,-144.0,0.003438620221776212
6.0,-144.0,0.004957244785771309
6.75,-144.0,0.006895749746635538
7.5,-144.0,0.006604015501238125
8.25,-144.0,0.008911922446447784
9.0,-144.0,0.008519590185395831
9.75,-144.0,0.01125701871808249
10.5,-144.0,0.014504088441376073
11.25,-144.0,0.013970918958408296
12.0,-144.0,0.017717271062917206
12.75,-144.0,0.017013084953336977
13.5,-144.0,0.02131842043123333
14.25,-144.0,0.02635321769504051
15.0,-144.0,-0.013782523255240653
15.75,-144.0,-0.008838862221176358
16.5,-144.0,-0.010086277615289907
17.25,-144.0,-0.004464709636015973
18.0,-144.0,-0.006074277886485069
18.75,-144.0,0.0004048382286065966
19.5,-144.0,0.008162339701431431
20.25,-144.0,0.005798286333554836
21.0,-144.0,0.014791362490537585
21.75,-144.0,0.011471627973945075
22.5,-144.0,0.02191818576029614
23.25,-144.0,0.03493019862767399
24.0,-144.0,-0.02170281183644418
24.75,-144.0,-0.028412699480587333
25.5,-144.0,-0.016173949422162215
26.25,-144.0,0.0008812256809098695
27.0,-144.0,-0.013011360280950957
27.75,-144.0,0.007845003606155698
28.5,-144.0,0.03697943345732235
29.25,-144.0,0.007323138442429489
30.0,-144.0,0.03475241086442127
30.75,-144.0,-0.03602983213856947
31.5,-144.0,0.0049721970467313525
32.25,-144.0,-0.040308981759589635
33.0,-144.0,-0.004611880087683207
33.75,-144.0,-0.04751693376424926
34.5,-144.0,-0.015365302214929821
35.25,-144.0,0.012615709572290967
36.0,-144.0,-0.015659949596280698
36.75,-144.0,0.010731132910156482
37.5,-144.0,-0.02362409541594923
38.25,-144.0,0.000981086985759383
39.0,-144.0,-0.031108674027811145
39.75,-144.0,-0.007658928631062656
40.5,-144.0,-0.026406339307514126
41.25,-144.0,-0.004808457545425027
42.0,-144.0,-0.033247516570900304
-44.25,-143.25,-0.03115902355185851
-43.5,-143.25,-0.004804355410740646
-42.75,-143.25,-0.02478809917569691
-42.0,-143.25,-0.0072674940529888765
-41.25,-143.25,-0.028604067610249806
-40.5,-143.25,0.00032490375146210226
-39.75,-143.25,-0.021899130142255308
-39.0,-143.25,-0.04602572807367489
-38.25,-143.25,-0.014491268106516242
-37.5,-143.25,0.008648280973860611
-36.75,-143.25,-0.016087591773565002
-36.0,-143.25,-0.043664073047503305
-35.25,-143.25,-0.007855203395192856
-34.5,-143.25,-0.038173972170177484
-33.75,-143.25,0.00020517678210074664
-33.0,-143.25,-0.02969835455401204
-32.25,-143.25,0.01058209689413292
-31.5,-143.25,-0.020836357289074847
-30.75,-143.25,-0.0531416959463209
-30.0,-143.25,-0.01602102816987805
-29.25,-143.25,-0.0468826663773414
-28.5,-143.25,-0.018433547550300577
-27.75,-143.25,0.0052527402173181414
-27.0,-143.25,0.024285884779114975
-26.25,-143.25,0.0051578595867487476
-25.5,-143.25,0.017722551741973014
-24.75,-143.25,0.0008539081481058197
-24.0,-143.25,-0.011954423299361139
-23.25,-143.25,-0.004751605378512158
-22.5,-143.25,-0.015955724439252972
-21.75,-143.25,-0.024825046236186532
-21.0,-143.25,-0.020378613944265878
-20.25,-143.25,0.027714589063121853
-19.5,-143.25,0.018435041198499258
-18.75,-143.25,0.010602443454039934
-18.0,-143.25,0.013187812456355807
-17.25,-143.25,0.006301447213274081
-16.5,-143.25,0.008353646732622177
-15.75,-143.25,0.002344590419096404
-15.0,-143.25,-0.002755602124173029
-14.25,-143.25,-0.0013069906987508428
-13.5,-143.25,-0.005799216495244508
-12.75,-143.25,-0.004612159910523772
-12.0,-143.25,-0.008535761143022569
-11.25,-143.25,-0.011880079994306403
-10.5,-143.25,-0.011035056662810128
-9.75,-143.25,0.022069488256162728
-9.0,-143.25,0.022763614564177637
-8.25,-143.25,0.01998732226123412
-7.5,-143.25,0.020540611347332982
-6.75,-143.25,0.018193422020908123
-6.0,-143.25,0.016325933686656358
-5.25,-143.25,0.016688086543011904
-4.5,-143.25,0.0152100001931057
-3.75,-143.25,0.015471555033806927
-3.0,-143.25,0.01436275106511542
-2.25,-143.25,0.013653707890162403
-1.5,-143.25,0.013764365707382042
-0.75,-143.25,0.013434844119905698
0.0,-143.25,0.013465023524601882
0.75,-143.25,0.013454844119905829
1.5,-143.25,0.013844365707382122
2.25,-143.25,0.013733707890162483
3.0,-143.25,0.01448275106511554
3.75,-143.25,0.01564155503380693
4.5,-143.25,0.015380000193105703
5.25,-143.25,0.01690808654301179
6.0,-143.25,0.016545933686656245
6.75,-143.25,0.01847342202090818
7.5,-143.25,0.02088061134733299
8.25,-143.25,0.020327322261234126
9.0,-143.25,0.023173614564177436
9.75,-143.25,0.022479488256162528
10.5,-143.25,-0.010585056662810288
11.25,-143.25,-0.011430079994306563
12.0,-143.25,-0.008025761143022558
12.75,-143.25,-0.004012159910523616
13.5,-143.25,-0.005199216495244352
14.25,-143.25,-0.0005969906987508544
15.0,-143.25,-0.0020456021241730404
15.75,-143.25,0.0031745904190965124
